Matiere_OF,ORDRE PRODUCTION,PLATEFORME,CODE CREME,DESCRIPTION,MP CODE,MP NAME,BESOIN (KG),WEEK
C242500000456411,456411,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C24250,ISOPROPYL PALMITATE,40.4,15
C215800000456411,456411,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21580,CETEARETH-20 EP,30.3,15
C250000000456411,456411,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25000,METHYL PARABEN,2.02,15
C253000000456411,456411,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25300,NA HYDROXYDE,29.29,15
C273000000456411,456411,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27300,PROPYL PARABEN,1.01,15
C242670000456411,456411,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C24267,IVERMECTINE HOVIONE,11.22,15
C256300000456411,456411,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25630,OLEIQUE ALCOOL,20.2,15
C270200000456411,456411,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27020,PHENOXYETHANOL,10.1,15
C219900000456292,456292,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C21990,CITRIQUE ACIDE MONOHYDRATE,7.272,15
C220950000456292,456292,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C22095,CLOBETASOL PROP SYMBIOTEC,1.515,15
C233000000456292,456292,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C23300,ETHANOL 96% V/V,303.0,15
C222600000456292,456292,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C22260,COCOBETAINE,181.8,15
C270760000456292,456292,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C27076,POLYQUATERNIUM 10 CLOBEX,60.6,15
C254100000456292,456292,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C25410,NA LAURETH SULFATE CLOBEX,515.1,15
C252300000456292,456292,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C25230,NA CITRATE,78.78,15
C253000000456283,456283,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C25300,NA HYDROXYDE,0.0,15
C215200000456283,456283,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C21520,CARBOMER 941/POL 981,0.765,15
C210550000456283,456283,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C21055,BENZYLIQUE ALCOOL PHARMA,6.63,15
C207600000456283,456283,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C20760,GLYCERYL & PEG 100 STEARATE,15.3,15
C283500000456283,456283,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C28350,STEARYLIQUE ALCOOL,10.2,15
C282400000456283,456283,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C28240,STEARETH 21,15.3,15
C272000000456283,456283,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C27200,POTASSIUM SORBATE,1.02,15
C263500000456283,456283,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C26350,PARAFFINE LIQ 25-80,30.6,15
C227800000456283,456283,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C22780,CYCLOMETHICONE 5.97%,20.4,15
C235500000456283,456283,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C23550,GLYCEROL,35.7,15
C250200000456283,456283,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C25020,METRONIDAZOLE,3.825,15
C244000000456283,456283,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C24400,LACTIQUE ACIDE 90%,0.0,15
C248400000456283,456283,RESS_600L,B20076,METRONIDAZOLE 0.75% LOT,C24840,MACROGOL 400,10.2,15
C235500000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C23550,GLYCEROL,40.4,15
C231500000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C23150,EDTA DISODIUM,0.505,15
C229800000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C22980,DIMETICONE 20 CST,5.05,15
C219900000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21990,CITRIQUE ACIDE MONOHYDRATE,0.505,15
C217000000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21700,CETYLIQUE ALCOOL,35.35,15
C242670000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C24267,IVERMECTINE HOVIONE,11.22,15
C215800000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21580,CETEARETH-20 EP,30.3,15
C215350000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21535,CARBOMER1342/PEM TR1 USP,2.02,15
C273500000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27350,PROPYLENE GLYCOL,20.2,15
C250000000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25000,METHYL PARABEN,2.02,15
C253000000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25300,NA HYDROXYDE,29.29,15
C256300000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25630,OLEIQUE ALCOOL,20.2,15
C270200000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27020,PHENOXYETHANOL,10.1,15
C283500000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C28350,STEARYLIQUE ALCOOL,25.25,15
C280000000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C28000,SORBITAN MONOSTEARAT,20.2,15
C242500000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C24250,ISOPROPYL PALMITATE,40.4,15
C273000000456422,456422,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27300,PROPYL PARABEN,1.01,15
C219900000456291,456291,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C21990,CITRIQUE ACIDE MONOHYDRATE,7.272,15
C220950000456291,456291,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C22095,CLOBETASOL PROP SYMBIOTEC,1.515,15
C270760000456291,456291,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C27076,POLYQUATERNIUM 10 CLOBEX,60.6,15
C252300000456291,456291,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C25230,NA CITRATE,78.78,15
C254100000456291,456291,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C25410,NA LAURETH SULFATE CLOBEX,515.1,15
C233000000456291,456291,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C23300,ETHANOL 96% V/V,303.0,15
C222600000456291,456291,RESS_4000L,B28114,CLOBETASOL 0.050% (SYMBIO) SHA,C22260,COCOBETAINE,181.8,15
C230500000456213,456213,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C23050,DIOCTYL NA SULFOSUCC,1.8025,15
C231500000456213,456213,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C23150,EDTA DISODIUM,3.535,15
C278500000456213,456213,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C27850,SILICE COLLOIDAL ANH,0.7461,15
C273500000456213,456213,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C27350,PROPYLENE GLYCOL,142.8,15
C235500000456213,456213,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C23550,GLYCEROL,141.4,15
C270500000456213,456213,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C27050,POLOXAMER 182,7.07,15
C253000000456213,456213,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C25300,NA HYDROXYDE,6.2475,15
C205000000456213,456213,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C20500,ACRYLATES COPOLYMER,71.05,15
C210050000456213,456213,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C21005,BENZOYL PEROXYD HYD ARKEMA,241.4976,15
C214600000456213,456213,RESS_6000L_GOAVEC,B27021,BENZAC AC 5% GEL (ARKEMA 3500k,C21460,CARBOMER 940/POL 980,28.56,15
C273500000456452,456452,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C27350,PROPYLENE GLYCOL,20.4,15
C235500000456452,456452,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23550,GLYCEROL,20.4,15
C205430000456452,456452,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C20543,ADAPALENE FINORGA/HELSINN NVS,1.53,15
C210200000456452,456452,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C21020,BENZOYL PEROXYD HYD EPID F MS,17.85,15
C230500000456452,456452,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23050,DIOCTYL NA SULFOSUCC,0.255,15
C231500000456452,456452,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23150,EDTA DISODIUM,0.51,15
C203000000456452,456452,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C20300,ACRYLAMIDE COPOLYMER,20.4,15
C270460000456452,456452,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C27046,POLOXAMER 124 PE,1.02,15
C273500000456448,456448,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C27350,PROPYLENE GLYCOL,40.8,15
C205430000456448,456448,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C20543,ADAPALENE FINORGA/HELSINN NVS,3.06,15
C270460000456448,456448,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C27046,POLOXAMER 124 PE,2.04,15
C235500000456448,456448,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23550,GLYCEROL,40.8,15
C231500000456448,456448,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23150,EDTA DISODIUM,1.02,15
C230500000456448,456448,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23050,DIOCTYL NA SULFOSUCC,0.51,15
C210200000456448,456448,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C21020,BENZOYL PEROXYD HYD EPID F MS,35.7,15
C203000000456448,456448,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C20300,ACRYLAMIDE COPOLYMER,40.8,15
C39005040000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900504,Dibutyl Adipate,86.7,15
C39007020000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900702,dl-alpha-Tocopherol,20.4,15
C39007130000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900713,Dimeticone 5 CS,61.2,15
C39007990000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900799,C12-15 Alkyl Benzoate,169.32,15
C39020190000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902019,Plantacare 1200 UP **,1.02,15
C39024030000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902403,Tinosorb M **,40.8,15
C39011280000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3901128,XANTHAN GUM  75µm (92%),2.04,15
C39017990000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3901799,Octinoxate USP,204.0,15
C39004930000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900493,ALPHA-CYCLODEXTRIN,20.4,15
C39004870000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900487,Carbomer Copolymer NF Type A,2.04,15
C39025690000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902569,DIETHYLAMINO HYDROXYBENZOYL H,153.0,15
C285000000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28500,TRIETHANOLAMINE,2.856,15
C284850000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,15
C270680000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C27068,POLYGLYCERYL-2-DIPOLYHYDROXYST,14.28,15
C233500000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23350,ETHYLHEXYL TRIAZONE,20.4,15
C233300000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23330,ETHYLHEXYLOXYP METHOXYPH TRIAZ,102.0,15
C233050000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23305,ETHANOL 96.0% V/V 215L,204.0,15
C39002210000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900221,VP/EICOSENE COPOLYMER,51.0,15
C39025200000456501,456501,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902520,Trisodium Ethylenediamine Disu,2.04,15
C235500000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C23550,GLYCEROL,40.4,16
C231500000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C23150,EDTA DISODIUM,0.505,16
C219900000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21990,CITRIQUE ACIDE MONOHYDRATE,0.505,16
C217000000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21700,CETYLIQUE ALCOOL,35.35,16
C215800000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21580,CETEARETH-20 EP,30.3,16
C215350000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C21535,CARBOMER1342/PEM TR1 USP,2.02,16
C283500000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C28350,STEARYLIQUE ALCOOL,25.25,16
C273000000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27300,PROPYL PARABEN,1.01,16
C273500000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27350,PROPYLENE GLYCOL,20.2,16
C270200000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C27020,PHENOXYETHANOL,10.1,16
C256300000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25630,OLEIQUE ALCOOL,20.2,16
C253000000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25300,NA HYDROXYDE,29.29,16
C250000000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C25000,METHYL PARABEN,2.02,16
C242670000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C24267,IVERMECTINE HOVIONE,11.22,16
C242500000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C24250,ISOPROPYL PALMITATE,40.4,16
C280000000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C28000,SORBITAN MONOSTEARAT,20.2,16
C229800000456423,456423,RESS_1200L_GOAVEC,B27414,IVERMECTIN 1% CRE,C22980,DIMETICONE 20 CST,5.05,16
C253000000456211,456211,RESS_6000L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C25300,NA HYDROXYDE,16.83,16
C215250000456211,456211,RESS_6000L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C21525,CARBOMER 980,44.88,16
C235500000456211,456211,RESS_6000L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C23550,GLYCEROL,224.4,16
C205000000456211,456211,RESS_6000L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C20500,ACRYLATES COPOLYMER,112.2,16
C210050000456211,456211,RESS_6000L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C21005,BENZOYL PEROXYD HYD ARKEMA,373.9626,16
C213500000456211,456211,RESS_6000L_GOAVEC,B26047,BENZAC AC WASH 5% GEL,C21350,C14-C16OLEFISULFO NA,281.061,16
C273550000456349,456349,RESS_4000L,B20178,DIFFERIN 0.1% JAPON GEL,C27355,PROPYLENE GLYCOL JPN,80.8,16
C270450000456349,456349,RESS_4000L,B20178,DIFFERIN 0.1% JAPON GEL,C27045,POLOXAMER 124 JPN,4.04,16
C253050000456349,456349,RESS_4000L,B20178,DIFFERIN 0.1% JAPON GEL,C25305,NA HYDROXYDE JPN,3.232,16
C250050000456349,456349,RESS_4000L,B20178,DIFFERIN 0.1% JAPON GEL,C25005,METHYL PARABEN JPN,4.04,16
C231550000456349,456349,RESS_4000L,B20178,DIFFERIN 0.1% JAPON GEL,C23155,EDTA DISODIUM JPN,2.02,16
C214650000456349,456349,RESS_4000L,B20178,DIFFERIN 0.1% JAPON GEL,C21465,CARBO 940/POL980 JPN,22.22,16
C205360000456349,456349,RESS_4000L,B20178,DIFFERIN 0.1% JAPON GEL,C20536,ADAPALENE JPN NVS,2.02,16
C203000000456453,456453,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C20300,ACRYLAMIDE COPOLYMER,20.4,16
C270460000456453,456453,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C27046,POLOXAMER 124 PE,1.02,16
C210200000456453,456453,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C21020,BENZOYL PEROXYD HYD EPID F MS,17.85,16
C230500000456453,456453,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23050,DIOCTYL NA SULFOSUCC,0.255,16
C231500000456453,456453,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23150,EDTA DISODIUM,0.51,16
C273500000456453,456453,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C27350,PROPYLENE GLYCOL,20.4,16
C205430000456453,456453,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C20543,ADAPALENE FINORGA/HELSINN NVS,1.53,16
C235500000456453,456453,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23550,GLYCEROL,20.4,16
C283500000456235,456235,RESS_1200L_GUERIN,B20058,NUTRACORT 1% LOT,C28350,STEARYLIQUE ALCOOL,11.11,16
C217000000456235,456235,RESS_1200L_GUERIN,B20058,NUTRACORT 1% LOT,C21700,CETYLIQUE ALCOOL,2.424,16
C223500000456235,456235,RESS_1200L_GUERIN,B20058,NUTRACORT 1% LOT,C22350,COLOR DETC JAUNE 10,0.0101,16
C232000000456235,456235,RESS_1200L_GUERIN,B20058,NUTRACORT 1% LOT,C23200,EDTA TETRASODIUM,0.66963,16
C236500000456235,456235,RESS_1200L_GUERIN,B20058,NUTRACORT 1% LOT,C23650,GLYCEROL STEARATE AE,2.424,16
C250000000456235,456235,RESS_1200L_GUERIN,B20058,NUTRACORT 1% LOT,C25000,METHYL PARABEN,0.808,16
C254500000456235,456235,RESS_1200L_GUERIN,B20058,NUTRACORT 1% LOT,C25450,NA LAURYL SULFATE,2.424,16
C263000000456235,456235,RESS_1200L_GUERIN,B20058,NUTRACORT 1% LOT,C26300,PARAFFINE LIQ 15-25,141.4,16
C273000000456235,456235,RESS_1200L_GUERIN,B20058,NUTRACORT 1% LOT,C27300,PROPYL PARABEN,0.404,16
C280000000456235,456235,RESS_1200L_GUERIN,B20058,NUTRACORT 1% LOT,C28000,SORBITAN MONOSTEARAT,24.24,16
C241000000456235,456235,RESS_1200L_GUERIN,B20058,NUTRACORT 1% LOT,C24100,HYDROCORTISON MICRON,10.1,16
C39025200000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902520,Trisodium Ethylenediamine Disu,2.04,16
C233050000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23305,ETHANOL 96.0% V/V 215L,204.0,16
C39020190000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902019,Plantacare 1200 UP **,1.02,16
C233500000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23350,ETHYLHEXYL TRIAZONE,20.4,16
C270680000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C27068,POLYGLYCERYL-2-DIPOLYHYDROXYST,14.28,16
C284850000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28485,TITANIUM DIOXYDE SILICA DIMETH,102.0,16
C285000000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C28500,TRIETHANOLAMINE,2.856,16
C39002210000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900221,VP/EICOSENE COPOLYMER,51.0,16
C39004870000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900487,Carbomer Copolymer NF Type A,2.04,16
C233300000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C23330,ETHYLHEXYLOXYP METHOXYPH TRIAZ,102.0,16
C39005040000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900504,Dibutyl Adipate,86.7,16
C39004930000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900493,ALPHA-CYCLODEXTRIN,20.4,16
C39025690000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902569,DIETHYLAMINO HYDROXYBENZOYL H,153.0,16
C39017990000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3901799,Octinoxate USP,204.0,16
C39024030000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3902403,Tinosorb M **,40.8,16
C39007990000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900799,C12-15 Alkyl Benzoate,169.32,16
C39007130000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900713,Dimeticone 5 CS,61.2,16
C39007020000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3900702,dl-alpha-Tocopherol,20.4,16
C39011280000456500,456500,RESS_4000L,B25898,DAYLONG SPF50 GEL,C3901128,XANTHAN GUM  75µm (92%),2.04,16
C203000000456447,456447,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C20300,ACRYLAMIDE COPOLYMER,40.8,16
C205430000456447,456447,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C20543,ADAPALENE FINORGA/HELSINN NVS,3.06,16
C210200000456447,456447,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C21020,BENZOYL PEROXYD HYD EPID F MS,35.7,16
C231500000456447,456447,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23150,EDTA DISODIUM,1.02,16
C235500000456447,456447,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23550,GLYCEROL,40.8,16
C270460000456447,456447,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C27046,POLOXAMER 124 PE,2.04,16
C273500000456447,456447,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C27350,PROPYLENE GLYCOL,40.8,16
C230500000456447,456447,RESS_1200L_GOAVEC,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23050,DIOCTYL NA SULFOSUCC,0.51,16
C211650000456362,456362,RESS_S450L_S25L,B27212,LOCERYL 5% SOL (NS),C21165,BUTYL ACETATE 200L,22.8403,16
C233250000456362,456362,RESS_S450L_S25L,B27212,LOCERYL 5% SOL (NS),C23325,ETHYL ACETATE 200L,68.9217,16
C234000000456362,456362,RESS_S450L_S25L,B27212,LOCERYL 5% SOL (NS),C23400,ETHANOL ANHYDRE,221.1903,16
C236800000456362,456362,RESS_S450L_S25L,B27212,LOCERYL 5% SOL (NS),C23680,GLYCEROL TRIACETATE,4.8085,16
C290120000456362,456362,RESS_S450L_S25L,B27212,LOCERYL 5% SOL (NS),C29012,AMOROLFINE CHL NANTONG,25.645248,16
C255850000456362,456362,RESS_S450L_S25L,B27212,LOCERYL 5% SOL (NS),C25585,NH4 METHACRYLATCOP A,57.3012,16
C235500000456450,456450,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23550,GLYCEROL,20.4,16
C270460000456450,456450,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C27046,POLOXAMER 124 PE,1.02,16
C273500000456450,456450,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C27350,PROPYLENE GLYCOL,20.4,16
C231500000456450,456450,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23150,EDTA DISODIUM,0.51,16
C230500000456450,456450,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C23050,DIOCTYL NA SULFOSUCC,0.255,16
C205430000456450,456450,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C20543,ADAPALENE FINORGA/HELSINN NVS,1.53,16
C203000000456450,456450,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C20300,ACRYLAMIDE COPOLYMER,20.4,16
C210200000456450,456450,RESS_600L,B20690,ADAPALENE 0.3/BPO COMBO FORTE,C21020,BENZOYL PEROXYD HYD EPID F MS,17.85,16
C250800000456352,456352,RESS_4000L,B20398,ELL-CRANELL ALPHA NF SOL,C25080,MYO INOSITOL,17.4316,16
C201000000456352,456352,RESS_4000L,B20398,ELL-CRANELL ALPHA NF SOL,C20100,17 ALPHA ESTRADIOL,0.8151,16
C235500000456352,456352,RESS_4000L,B20398,ELL-CRANELL ALPHA NF SOL,C23550,GLYCEROL,51.2313,16
C241800000456352,456352,RESS_4000L,B20398,ELL-CRANELL ALPHA NF SOL,C24180,ISOPROPYLIQUE ALCOOL,1288.5651,16
C270460000456454,456454,RESS_1200L_GOAVEC,B23690,"ADAPALENE 0,3 /BPO COMBO FORTE",C27046,POLOXAMER 124 PE,2.04,16
C235500000456454,456454,RESS_1200L_GOAVEC,B23690,"ADAPALENE 0,3 /BPO COMBO FORTE",C23550,GLYCEROL,40.8,16
C231500000456454,456454,RESS_1200L_GOAVEC,B23690,"ADAPALENE 0,3 /BPO COMBO FORTE",C23150,EDTA DISODIUM,1.02,16
C230500000456454,456454,RESS_1200L_GOAVEC,B23690,"ADAPALENE 0,3 /BPO COMBO FORTE",C23050,DIOCTYL NA SULFOSUCC,0.51,16
C210160000456454,456454,RESS_1200L_GOAVEC,B23690,"ADAPALENE 0,3 /BPO COMBO FORTE",C21016,BENZOYL PEROXYD HYD EPIDUO MEX,35.7,16
C205430000456454,456454,RESS_1200L_GOAVEC,B23690,"ADAPALENE 0,3 /BPO COMBO FORTE",C20543,ADAPALENE FINORGA/HELSINN NVS,3.06,16
C203000000456454,456454,RESS_1200L_GOAVEC,B23690,"ADAPALENE 0,3 /BPO COMBO FORTE",C20300,ACRYLAMIDE COPOLYMER,40.8,16
C273500000456454,456454,RESS_1200L_GOAVEC,B23690,"ADAPALENE 0,3 /BPO COMBO FORTE",C27350,PROPYLENE GLYCOL,40.8,16
C205000000456220,456220,RESS_6000L_GOAVEC,B28022,BENZAC AC 10% GEL 1T,C20500,ACRYLATES COPOLYMER,71.4,16
